Policy1,Policy2,No_Kids,Age_kids,Age,Maratial_status,Gender,Income,Education,Smoking.and.alcohol,Weight,Height,Term,sumAssured
5,3,2,"12,6",31,1,0,1,3,0,70,167,21,200000
5,3,1,8,28,1,1,1,2,1,80,185,22,200000
5,1,1,15,33,1,1,1,3,0,102,190,23,200000
5,1,1,4,29,1,0,1,2,0,50,160,21,200000
5,1,1,14,35,1,1,1,2,1,76,174,21,200000
5,3,2,"16,18",39,1,0,1,3,0,101,154,21,200000
5,1,2,"4,6",27,1,1,1,2,0,106,156,21,200000
5,3,1,6,27,1,1,1,1,1,91,170,20,200000
5,3,1,9,34,1,0,1,3,1,95,189,23,200000
5,3,1,6,28,1,0,1,2,1,87,187,25,300000
5,3,1,23,44,1,1,1,3,1,109,155,22,200000
5,3,2,"11,10",34,1,0,1,1,1,79,174,23,200000
5,3,1,8,27,1,1,1,2,0,87,174,23,200000
5,3,2,"25,25",45,1,0,1,1,0,64,157,24,200000
5,3,1,10,32,1,1,1,1,1,68,172,20,200000
5,3,2,"8,13",32,1,0,1,3,0,72,176,22,200000
5,3,0,0,22,1,1,1,2,0,49,173,20,200000
5,3,0,0,24,1,1,1,2,0,63,162,21,200000
5,3,1,25,50,1,1,1,1,0,68,176,24,200000
5,3,1,9,32,1,1,1,3,1,70,180,23,200000
5,1,1,17,37,1,0,1,2,1,104,177,21,200000
5,3,2,"16,13",34,1,1,1,1,0,82,183,20,200000
5,3,2,"10,7",32,1,1,1,3,0,87,186,20,200000
5,3,2,"4,3",27,1,0,1,2,1,54,171,22,200000
5,1,2,"3,7",27,1,1,1,2,1,53,176,24,200000
5,3,1,21,42,1,1,1,2,0,87,167,25,300000
5,3,2,"7,6",28,1,1,1,2,1,101,166,21,200000
5,3,1,9,31,1,1,1,3,0,101,189,25,300000
5,3,2,"33,27",51,1,1,1,1,1,67,167,23,200000
5,3,2,"2,2",27,1,0,1,3,1,87,168,25,300000
5,3,1,13,36,1,0,1,2,1,61,151,23,200000
5,3,1,8,28,1,0,1,3,1,72,176,23,200000
5,3,0,0,25,1,1,1,1,1,90,176,25,300000
5,3,2,"15,15",34,1,0,1,2,1,95,174,22,200000
5,3,1,12,33,1,0,1,1,1,69,182,22,200000
5,3,1,15,39,1,1,1,3,0,78,167,25,300000
5,3,1,8,31,1,1,1,3,1,77,154,22,200000
5,3,1,2,27,1,1,1,1,1,108,189,25,300000
5,3,1,8,27,1,0,1,2,0,60,185,21,200000
5,3,1,4,27,1,1,1,1,1,71,188,23,200000
5,3,2,"21,17",39,1,0,1,2,1,90,164,23,200000
5,3,2,"8,8",28,1,0,1,2,0,52,173,22,200000
5,3,1,13,33,1,1,1,3,0,92,179,25,300000
5,3,2,"7,6",27,1,1,1,3,0,101,161,25,300000
5,1,2,"2,2",27,1,0,1,3,1,60,155,23,200000
5,3,1,13,35,1,0,1,1,0,99,176,20,200000
5,3,1,16,37,1,1,1,3,1,47,171,25,300000
5,1,2,"13,14",33,1,0,1,3,1,98,180,21,200000
5,3,2,"7,9",27,1,1,1,1,0,54,163,22,200000
5,3,1,8,31,1,0,1,3,1,87,178,24,200000
5,3,2,"14,9",34,1,1,1,1,0,88,185,24,200000
5,2,2,"11,12",30,1,0,1,1,0,68,160,23,200000
5,3,2,"3,3",27,1,1,1,1,0,110,178,23,200000
5,3,1,5,27,1,1,1,1,0,64,155,25,300000
5,3,1,15,35,1,1,1,2,0,47,161,21,200000
5,3,2,"14,19",39,1,0,1,1,0,86,173,23,200000
5,2,1,5,29,1,1,1,1,1,105,179,23,200000
5,1,2,"9,10",28,1,1,1,2,0,77,179,24,200000
5,3,1,11,32,1,1,1,2,1,77,154,23,200000
5,3,2,"26,26",48,1,1,1,3,0,72,155,20,200000
5,2,1,8,27,1,1,1,2,0,65,189,23,200000
5,3,2,"14,18",38,1,0,1,2,1,62,185,23,200000
5,2,1,26,45,1,0,1,1,0,56,157,25,300000
5,3,1,9,30,1,0,1,1,0,47,176,20,200000
5,3,2,"14,13",37,1,0,1,3,0,65,166,25,300000
5,1,2,"8,7",31,1,0,1,1,0,64,162,21,200000
5,1,2,"13,10",32,1,0,1,1,0,81,151,23,200000
5,3,2,"8,10",31,1,1,1,3,1,100,151,25,300000
5,3,1,2,26,1,0,1,2,1,84,186,22,200000
5,3,1,8,27,1,0,1,1,1,76,153,24,200000
5,1,1,11,30,1,1,1,1,0,61,166,25,300000
5,3,1,15,35,1,1,1,1,1,109,152,24,200000
5,3,1,4,27,1,1,1,1,0,90,158,24,200000
5,3,1,8,27,1,0,1,2,0,68,171,21,200000
5,3,2,"10,11",29,1,0,1,1,0,50,183,22,200000
5,3,1,15,35,1,0,1,1,1,94,183,23,200000
5,3,0,0,25,0,0,1,1,1,63,157,22,200000
5,3,1,4,29,1,1,1,3,1,57,180,25,300000
5,3,1,4,27,1,1,1,2,1,70,173,21,200000
5,3,0,0,54,0,0,1,1,1,49,171,22,200000
5,3,2,"1,5",26,1,1,1,1,1,57,150,24,200000
5,1,0,0,21,0,0,1,1,0,92,180,22,200000
5,3,1,8,27,1,0,1,3,0,65,151,21,200000
5,3,1,12,31,1,0,1,1,1,55,190,23,200000
5,3,2,"16,16",35,1,1,1,1,0,58,166,21,200000
5,3,0,0,22,1,0,1,1,0,66,170,25,300000
5,3,2,"8,10",30,1,1,1,2,0,92,177,25,300000
5,2,2,"29,23",48,1,0,1,3,0,59,183,20,200000
5,1,2,"5,9",27,1,1,1,3,1,54,169,20,200000
5,2,1,30,51,1,1,1,2,0,48,156,25,300000
5,3,1,8,31,1,0,1,3,0,72,181,23,200000
5,2,2,"2,9",27,1,1,1,1,1,85,152,23,200000
5,1,2,"3,5",27,1,0,1,3,1,100,167,23,200000
5,3,2,"31,32",50,1,0,1,3,0,78,154,25,300000
5,3,2,"4,7",29,1,1,1,2,0,57,164,20,200000
5,1,2,"9,4",28,1,1,1,2,1,84,160,23,200000
5,3,1,5,27,1,0,1,3,1,69,162,20,200000
5,3,0,0,25,1,0,1,3,0,79,183,23,200000
5,3,2,"15,9",33,1,0,1,2,1,101,177,22,200000
5,3,2,"2,7",27,1,1,1,3,0,64,176,22,200000
5,2,1,8,27,1,1,1,3,0,46,185,20,200000
5,3,2,"6,3",27,1,1,1,2,1,98,158,24,200000
5,3,2,"8,14",33,1,1,1,2,0,104,154,23,200000
5,3,1,15,33,1,0,1,2,1,110,182,24,200000
5,2,2,"9,5",29,1,0,1,3,0,92,161,25,300000
5,1,1,12,30,1,0,1,2,0,78,158,21,200000
5,3,2,"13,13",33,1,0,1,2,1,70,184,23,200000
5,3,2,"10,4",28,1,0,1,3,1,106,150,20,200000
5,2,0,0,21,0,0,1,2,0,97,188,25,300000
5,3,1,9,27,1,0,1,3,1,46,169,24,200000
5,3,1,11,31,1,0,1,2,1,52,173,20,200000
5,3,2,"5,7",29,1,1,1,2,0,108,188,24,200000
5,1,1,16,36,1,1,1,1,0,61,152,23,200000
5,3,0,0,26,0,0,1,3,0,54,187,21,200000
5,2,2,"6,9",27,1,0,1,1,0,63,158,23,200000
5,1,2,"15,17",37,1,0,1,1,0,73,174,24,200000
5,3,2,"15,14",34,1,1,1,1,0,84,159,24,200000
5,3,1,4,27,1,0,1,3,0,75,172,20,200000
5,3,1,14,32,1,1,1,2,0,53,154,21,200000
5,2,2,"11,10",35,1,1,1,1,0,51,152,21,200000
5,3,2,"12,10",32,1,1,1,3,0,84,179,24,200000
5,3,0,0,26,0,1,1,2,1,58,178,25,300000
5,3,2,"8,3",28,1,0,1,2,0,49,156,20,200000
5,3,0,0,26,0,1,1,3,0,53,164,25,300000
5,3,1,7,32,1,0,1,1,0,74,160,24,200000
5,2,1,19,41,1,1,1,1,0,64,165,22,200000
5,3,1,20,45,1,1,1,2,1,95,187,21,200000
5,3,2,"21,20",45,1,0,1,2,1,51,172,20,200000
5,3,1,21,40,1,0,1,3,1,103,175,25,300000
5,3,2,"3,6",27,1,1,1,3,1,56,177,24,200000
5,3,2,"3,3",27,1,1,1,2,0,103,166,20,200000
5,2,1,2,26,1,0,1,3,0,101,176,24,200000
5,3,0,0,40,0,0,1,2,1,89,174,24,200000
5,3,1,2,27,1,1,1,2,0,79,165,21,200000
5,3,2,"8,6",27,1,1,1,2,1,49,187,22,200000
5,3,1,8,28,1,1,1,2,0,48,170,25,300000
5,3,2,"31,27",51,1,0,1,3,1,50,157,21,200000
5,3,2,"8,12",32,1,1,1,2,0,56,173,25,300000
5,3,2,"16,16",38,1,0,1,3,0,88,178,23,200000
5,1,1,15,33,1,0,1,1,0,56,186,23,200000
5,2,1,5,27,1,0,1,3,0,50,181,22,200000
5,3,2,"33,30",53,1,1,1,2,0,107,189,22,200000
5,1,2,"18,23",43,1,0,1,3,0,94,177,20,200000
5,3,1,13,38,1,0,1,2,0,68,166,24,200000
5,3,1,14,39,1,0,1,2,1,47,159,22,200000
5,3,1,8,30,1,1,1,2,0,91,172,22,200000
5,3,2,"13,9",33,1,0,1,1,0,63,152,25,300000
5,3,0,0,41,0,1,1,3,1,96,171,25,300000
5,3,1,11,33,1,0,1,3,1,86,171,21,200000
5,3,0,0,44,0,0,1,3,1,96,177,22,200000
5,3,0,0,22,1,1,1,1,1,80,157,25,300000
5,2,1,7,31,1,0,1,3,0,76,154,25,300000
5,1,2,"2,2",26,1,0,1,2,1,79,172,24,200000
5,3,1,8,27,1,1,1,3,1,108,175,25,300000
5,3,1,17,39,1,1,1,3,1,57,181,20,200000
5,1,1,29,48,1,0,1,3,0,66,184,24,200000
5,1,1,5,27,1,1,1,3,0,58,183,25,300000
5,3,1,2,26,1,1,1,3,0,52,164,23,200000
5,1,2,"11,9",34,1,0,1,3,0,104,176,23,200000
5,3,1,18,36,1,0,1,2,0,92,172,23,200000
5,3,2,"8,6",30,1,1,1,2,1,103,161,24,200000
5,3,1,8,27,1,0,1,3,1,70,181,22,200000
5,2,2,"8,6",27,1,0,1,1,1,49,179,25,300000
5,2,1,14,34,1,1,1,2,1,60,162,24,200000
5,3,1,7,26,1,0,1,3,0,97,186,22,200000
5,1,1,9,34,1,0,1,2,0,78,156,22,200000
5,3,2,"5,1",26,1,1,1,2,0,58,167,22,200000
5,3,2,"15,14",35,1,1,1,2,0,83,151,23,200000
5,3,2,"31,28",52,1,1,1,3,1,99,162,24,200000
5,3,2,"11,6",30,1,0,1,1,0,100,162,20,200000
5,3,1,17,38,1,0,1,2,1,74,172,24,200000
5,3,2,"19,25",44,1,1,1,2,0,48,188,25,300000
5,3,2,"14,15",35,1,1,1,2,1,84,150,24,200000
5,3,1,4,26,1,0,1,2,1,103,170,20,200000
5,3,2,"4,4",27,1,0,1,3,1,59,182,23,200000
5,2,2,"25,20",43,1,1,1,2,1,84,184,25,300000
5,3,2,"8,12",31,1,0,1,2,0,68,150,21,200000
5,3,1,9,27,1,0,1,2,1,48,150,23,200000
5,3,0,0,45,0,1,1,1,1,62,175,25,300000
5,3,2,"11,11",32,1,0,1,1,0,49,157,20,200000
5,1,2,"17,14",39,1,1,1,3,0,60,150,25,300000
5,3,2,"16,16",41,1,0,1,2,1,48,176,22,200000
5,3,1,17,39,1,1,1,2,0,59,167,23,200000
5,3,0,0,21,0,0,1,1,1,94,186,23,200000
5,3,2,"7,7",30,1,0,1,1,0,110,190,22,200000
5,3,1,14,32,1,0,1,2,0,81,158,24,200000
5,3,1,5,27,1,0,1,2,1,54,176,23,200000
5,3,0,0,24,1,1,1,1,1,99,167,25,300000
5,3,1,5,27,1,0,1,1,1,71,177,21,200000
5,3,0,0,22,1,0,1,2,1,108,189,25,300000
5,3,2,"6,3",27,1,0,1,3,0,49,164,23,200000
5,3,1,8,32,1,0,1,1,0,74,163,24,200000
5,3,1,24,44,1,0,1,2,1,88,179,25,300000
5,1,1,9,33,1,1,1,1,0,76,165,20,200000
5,2,1,11,32,1,1,1,2,0,54,177,20,200000
5,3,2,"19,22",44,1,0,1,2,0,54,155,20,200000
5,3,1,8,28,1,1,1,2,1,47,178,23,200000
5,3,1,8,27,1,0,1,1,0,64,168,20,200000
5,3,1,13,34,1,1,1,3,0,85,183,23,200000
5,3,2,"15,14",34,1,1,1,3,0,53,186,20,200000
5,3,2,"8,9",27,1,0,1,3,1,53,155,22,200000
5,3,1,21,42,1,1,1,3,1,97,176,23,200000
5,3,1,14,34,1,1,1,1,0,74,161,20,200000
5,3,2,"9,4",29,1,1,1,3,0,55,163,24,200000
5,3,2,"11,10",35,1,1,1,2,1,84,189,21,200000
5,3,2,"18,14",39,1,0,1,3,0,56,190,25,300000
5,3,2,"10,9",32,1,1,1,2,1,80,189,22,200000
5,3,1,23,41,1,0,2,2,1,79,167,20,400000
5,3,1,16,39,1,1,2,3,1,81,156,25,500000
5,3,1,20,38,1,1,2,2,1,103,175,22,400000
5,1,1,5,30,1,0,2,3,0,86,183,24,400000
5,3,2,"15,8",33,1,0,2,3,0,94,172,23,400000
5,3,2,"2,7",27,1,0,2,2,0,64,175,22,400000
5,3,1,10,31,1,0,2,2,1,55,177,24,400000
5,3,2,"13,10",32,1,1,2,1,1,64,182,23,400000
5,3,2,"19,13",38,1,1,2,2,1,49,165,20,400000
5,3,1,2,27,1,1,2,2,1,54,157,20,400000
5,3,0,0,24,1,0,2,2,1,54,164,22,400000
5,3,2,"26,25",45,1,0,2,3,0,98,154,25,500000
5,3,2,"14,15",33,1,0,2,1,1,87,166,24,400000
5,3,1,6,27,1,0,2,2,0,78,188,23,400000
5,1,1,31,52,1,1,2,1,1,83,154,22,400000
5,2,2,"14,19",37,1,0,2,1,0,68,154,21,400000
5,3,2,"21,21",45,1,1,2,1,0,90,163,25,500000
5,3,0,0,26,0,1,2,2,1,89,165,21,400000
5,1,2,"4,5",27,1,0,2,3,0,84,163,25,500000
5,1,1,14,39,1,0,2,1,1,47,162,21,400000
5,3,0,0,23,0,0,2,1,1,73,176,21,400000
5,2,2,"11,17",35,1,0,2,3,0,74,181,23,400000
5,3,1,12,30,1,1,2,2,1,90,174,20,400000
5,3,2,"5,5",26,1,0,2,1,0,79,168,21,400000
5,3,1,12,32,1,0,2,1,0,86,170,21,400000
5,3,0,0,21,0,0,2,2,0,110,189,23,400000
5,1,2,"22,23",43,1,0,2,3,1,92,188,23,400000
5,3,1,5,27,1,1,2,1,0,86,185,23,400000
5,3,0,0,23,1,1,2,2,1,80,161,21,400000
5,3,1,10,28,1,1,2,3,0,70,179,23,400000
5,1,0,0,25,0,0,2,2,0,55,152,23,400000
5,3,2,"3,5",26,1,1,2,3,1,103,165,23,400000
5,3,2,"18,18",36,1,1,2,2,1,66,150,25,500000
5,3,1,18,38,1,1,2,1,0,103,185,23,400000
5,3,1,9,27,1,1,2,3,1,104,181,25,500000
5,1,2,"16,11",35,1,0,2,3,0,47,162,23,400000
5,3,2,"8,4",27,1,1,2,1,1,78,172,24,400000
5,3,2,"7,2",27,1,0,2,2,0,99,170,20,400000
5,3,2,"9,8",30,1,1,2,3,0,94,164,22,400000
5,3,1,6,27,1,0,2,2,1,106,188,24,400000
5,3,2,"8,2",27,1,1,2,3,1,58,160,24,400000
5,3,2,"14,8",32,1,0,2,1,0,64,158,22,400000
5,3,1,34,53,1,1,2,3,0,85,186,25,500000
5,3,2,"13,14",38,1,0,2,2,0,69,165,21,400000
5,3,1,7,30,1,1,2,3,1,109,176,21,400000
5,2,1,2,27,1,1,2,1,1,67,153,25,500000
5,3,1,17,35,1,1,2,1,1,58,153,22,400000
5,3,2,"9,8",33,1,0,2,3,1,78,157,20,400000
5,1,2,"13,9",33,1,1,2,2,1,56,186,24,400000
5,3,1,7,32,1,0,2,3,0,82,154,24,400000
5,2,2,"12,19",37,1,1,2,3,1,102,168,20,400000
5,2,1,9,33,1,0,2,1,1,94,174,21,400000
5,3,2,"16,15",37,1,0,2,3,0,92,190,20,400000
5,3,2,"3,5",27,1,1,2,1,1,74,185,25,500000
5,3,1,7,30,1,0,2,2,1,104,150,22,400000
5,3,2,"9,5",27,1,0,2,1,1,103,189,25,500000
5,1,1,2,27,1,0,2,1,1,59,155,23,400000
5,3,2,"8,4",27,1,1,2,1,0,102,158,23,400000
5,2,0,0,26,0,0,2,2,1,61,176,25,500000
5,2,2,"35,30",53,1,1,2,1,0,95,179,21,400000
5,3,2,"15,14",33,1,1,2,3,0,92,152,23,400000
5,3,2,"10,9",31,1,1,2,2,1,92,167,23,400000
5,3,2,"3,6",27,1,0,2,1,0,59,154,24,400000
5,1,2,"23,25",45,1,1,2,1,1,48,155,24,400000
5,3,0,0,40,0,1,2,3,1,95,168,23,400000
5,3,1,4,28,1,1,2,3,0,97,164,23,400000
5,3,2,"21,14",39,1,0,2,2,0,103,190,24,400000
5,3,2,"13,16",36,1,0,2,1,1,50,190,25,500000
5,3,1,24,42,1,0,2,2,0,45,180,22,400000
5,3,2,"5,6",28,1,0,2,2,1,57,183,20,400000
5,3,2,"10,8",31,1,0,2,2,0,72,173,23,400000
5,3,1,22,43,1,1,2,2,0,84,189,21,400000
5,1,1,15,37,1,1,2,1,0,81,164,20,400000
5,3,0,0,40,0,1,2,3,1,46,166,25,500000
5,3,2,"4,4",26,1,1,2,3,1,86,164,20,400000
5,3,1,28,50,1,0,3,2,1,94,160,23,600000
5,3,2,"17,17",35,1,1,3,2,1,91,151,21,600000
5,3,0,0,23,1,0,3,1,0,85,181,23,600000
5,2,2,"26,27",48,1,1,3,3,0,74,163,25,700000
5,3,2,"15,17",35,1,1,3,1,0,70,162,23,600000
5,3,1,16,35,1,1,3,2,0,47,163,23,600000
5,3,2,"6,8",29,1,1,3,3,1,59,186,21,600000
5,3,2,"27,25",46,1,0,3,3,1,72,178,22,600000
5,3,2,"9,4",27,1,0,3,2,0,45,156,21,600000
5,3,2,"6,3",27,1,1,3,3,1,87,176,20,500000
5,3,1,4,27,1,0,3,2,0,49,162,21,600000
5,3,1,15,38,1,1,3,3,1,98,167,21,600000
5,3,0,0,22,1,1,3,2,1,107,177,25,700000
5,3,2,"9,12",34,1,0,3,2,0,94,150,21,600000
5,3,1,7,26,1,0,3,1,1,72,161,22,600000
5,3,1,10,29,1,0,3,3,1,104,188,20,500000
5,2,1,8,27,1,1,3,2,0,70,156,22,600000
5,3,1,20,44,1,0,3,3,0,71,170,24,600000
5,2,0,0,26,0,1,3,3,1,88,159,22,600000
5,3,0,0,24,1,1,3,2,1,77,187,24,600000
5,3,0,0,22,1,0,3,2,0,84,175,25,700000
5,1,2,"12,10",30,1,1,3,2,0,64,161,21,600000
5,3,1,27,49,1,1,3,1,0,78,150,25,700000
5,3,1,14,37,1,0,3,1,0,63,156,23,600000
5,3,1,3,27,1,0,3,3,1,66,154,23,600000
5,3,2,"8,12",30,1,1,3,2,0,109,183,22,600000
5,1,1,16,37,1,0,3,2,1,93,159,22,600000
5,3,2,"6,6",30,1,0,3,2,1,96,160,24,600000
5,3,2,"18,14",36,1,0,3,3,0,79,159,22,600000
5,3,2,"7,6",27,1,1,3,3,1,100,181,24,600000
5,2,1,6,27,1,0,3,2,0,105,177,21,600000
5,3,2,"7,10",28,1,1,3,1,1,71,180,23,600000
5,3,1,10,32,1,1,3,3,1,55,152,25,700000
5,1,0,0,26,0,0,3,1,0,46,175,21,600000
5,3,0,0,26,0,1,3,2,1,51,165,21,600000
5,3,2,"6,6",31,1,1,3,2,0,97,186,24,600000
5,3,2,"17,18",37,1,0,3,2,0,90,170,23,600000
5,3,2,"1,4",26,1,1,3,3,1,53,172,22,600000
5,2,1,18,40,1,0,3,2,1,52,156,21,600000
5,3,1,9,30,1,1,3,3,0,97,158,23,600000
5,1,1,13,36,1,1,3,2,0,105,184,22,600000
5,2,1,20,40,1,1,3,3,1,52,182,24,600000
5,3,1,22,41,1,1,3,1,0,63,172,20,500000
5,3,1,12,34,1,1,3,3,0,97,162,22,600000
5,3,2,"2,6",27,1,0,3,3,1,52,185,22,600000
5,3,2,"12,9",31,1,0,3,1,0,51,188,25,700000
5,1,1,2,27,1,1,3,3,0,79,182,25,700000
5,3,2,"4,7",27,1,1,3,3,0,58,156,20,500000
5,3,2,"18,17",42,1,1,3,1,1,54,154,25,700000
5,3,1,12,34,1,1,3,3,0,91,190,20,500000
5,3,1,19,37,1,1,3,3,1,45,153,21,600000
5,3,2,"7,8",32,1,1,3,2,0,56,167,22,600000
5,2,1,31,49,1,0,3,2,1,78,187,22,600000
5,1,2,"12,10",32,1,1,3,1,1,69,152,24,600000
5,3,1,19,38,1,1,3,1,1,71,180,22,600000
5,3,1,3,27,1,0,3,2,1,80,153,24,600000
5,3,0,0,24,1,1,3,1,0,108,187,25,700000
5,3,0,0,21,0,0,3,1,1,84,178,25,700000
5,3,2,"10,12",30,1,1,3,1,1,92,186,20,500000
5,2,1,19,41,1,1,3,1,0,65,152,25,700000
5,3,1,5,29,1,1,4,2,1,57,186,25,900000
5,3,0,0,22,0,0,4,1,0,60,182,20,700000
5,2,1,16,37,1,1,4,1,0,84,167,20,700000
5,3,2,"20,22",41,1,0,4,1,1,47,162,22,800000
5,1,2,"6,6",31,1,0,4,1,1,58,171,23,800000
5,1,2,"15,15",38,1,1,4,1,0,57,151,21,700000
5,3,2,"12,14",33,1,0,4,3,0,92,187,23,800000
5,3,1,13,38,1,0,4,3,1,68,176,23,800000
5,3,2,"14,15",33,1,1,4,2,1,50,181,23,800000
5,3,1,13,32,1,0,4,3,1,92,164,24,800000
5,3,1,22,41,1,1,4,1,1,84,167,22,800000
5,1,1,9,27,1,1,4,3,1,78,174,25,900000
5,3,0,0,51,0,1,4,3,0,95,189,23,800000
5,2,1,31,54,1,0,4,3,1,95,168,23,800000
5,3,1,9,29,1,1,4,3,0,83,168,20,700000
5,3,1,11,32,1,0,4,2,1,80,180,20,700000
5,3,1,20,40,1,0,4,2,1,79,172,23,800000
5,3,1,8,27,1,0,4,1,0,74,167,22,800000
5,3,2,"15,13",33,1,1,4,1,0,55,159,23,800000
5,2,1,16,37,1,1,4,3,0,45,155,23,800000
5,3,2,"11,12",32,1,0,4,3,0,68,179,22,800000
5,2,2,"5,8",30,1,0,4,3,1,74,160,24,800000
5,1,2,"15,17",35,1,0,4,1,0,55,189,25,900000
5,3,1,2,27,1,1,4,3,0,71,185,23,800000
5,3,2,"10,12",32,1,1,4,1,0,74,167,23,800000
5,3,1,9,27,1,0,4,1,1,105,153,20,700000
5,1,2,"16,15",36,1,0,4,1,0,65,182,22,800000
5,3,1,20,39,1,1,4,3,0,83,178,23,800000
5,3,2,"10,13",34,1,1,4,2,0,87,167,24,800000
5,3,0,0,23,1,1,4,2,1,88,176,21,700000
5,2,1,21,39,1,0,4,2,1,49,189,24,800000
5,3,1,32,50,1,0,4,2,1,80,174,21,700000
5,3,2,"2,3",27,1,0,4,1,1,73,187,25,900000
5,3,1,6,28,1,0,4,3,1,51,156,25,900000
5,1,1,10,34,1,0,4,3,1,67,153,20,700000
5,3,1,3,26,1,1,4,1,1,104,175,21,700000
5,3,1,14,34,1,0,4,3,1,107,158,22,800000
5,3,1,9,27,1,1,4,3,0,97,155,24,800000
5,3,2,"3,7",26,1,0,4,1,0,99,167,23,800000
5,3,2,"18,15",36,1,1,4,2,1,67,158,21,700000
5,2,1,3,27,1,0,4,1,1,77,157,22,800000
5,3,2,"5,6",27,1,0,4,2,1,81,190,23,800000
5,3,1,15,36,1,1,4,1,0,56,160,21,700000
5,3,2,"6,7",27,1,1,4,1,0,65,157,24,800000
5,3,2,"4,1",26,1,0,4,3,1,57,183,22,800000
5,3,0,0,21,0,1,4,1,0,95,189,25,900000
5,1,2,"11,11",34,1,0,4,1,0,48,174,22,800000
5,3,1,16,38,1,0,4,3,0,77,188,24,800000
5,3,1,18,39,1,0,4,3,1,80,175,22,800000
5,2,2,"19,19",38,1,1,4,1,0,57,156,24,800000
5,3,1,28,48,1,0,4,3,0,108,164,23,800000
5,3,2,"7,9",30,1,1,4,1,1,81,176,25,900000
5,1,0,0,25,1,1,4,1,1,92,169,21,700000
5,3,2,"20,22",42,1,1,4,1,0,76,167,23,800000
5,1,1,8,32,1,1,4,1,0,73,190,22,800000
5,3,2,"10,10",32,1,0,4,2,1,83,179,23,800000
5,3,1,8,27,1,1,4,1,0,58,163,22,800000
5,3,0,0,42,0,1,4,1,1,85,150,24,800000
5,1,2,"11,7",30,1,0,4,1,0,51,180,25,900000
5,3,1,17,36,1,1,4,2,1,50,158,25,900000
5,3,1,5,27,1,1,5,3,1,46,187,24,1000000
5,2,2,"16,16",34,1,0,5,3,1,46,153,20,900000
5,3,1,19,38,1,0,5,2,1,51,173,20,900000
5,3,2,"7,3",27,1,1,5,2,0,53,161,23,1000000
5,1,2,"10,9",29,1,1,5,1,0,97,179,23,1000000
5,1,1,3,27,1,1,5,3,0,92,152,20,900000
5,2,2,"4,6",27,1,0,5,3,0,64,170,20,900000
5,3,2,"16,19",39,1,1,5,1,1,64,183,24,1000000
5,3,1,3,27,1,0,5,3,1,97,162,21,900000
5,1,0,0,23,1,1,5,2,1,104,184,23,1000000
5,1,1,17,35,1,0,5,1,0,63,162,25,1100000
5,3,0,0,41,0,1,5,3,1,78,184,21,900000
5,3,2,"18,17",38,1,0,5,3,1,93,182,24,1000000
5,3,1,16,40,1,1,5,1,1,59,171,20,900000
5,3,2,"5,9",27,1,1,5,2,1,110,171,20,900000
5,3,2,"7,2",27,1,1,5,1,1,73,174,24,1000000
5,3,0,0,24,1,0,5,2,0,95,175,23,1000000
5,3,0,0,22,0,1,5,2,0,49,165,24,1000000
5,2,2,"2,8",27,1,0,5,3,0,48,155,25,1100000
5,3,1,15,39,1,1,5,3,1,109,157,24,1000000
5,3,1,11,31,1,1,5,3,0,91,156,20,900000
5,3,2,"3,10",28,1,1,5,1,0,93,189,25,1100000
5,3,0,0,26,0,1,5,1,0,76,183,24,1000000
5,3,2,"7,2",27,1,1,5,3,1,101,166,25,1100000
5,3,1,11,29,1,1,5,1,0,51,153,23,1000000
5,3,2,"5,7",26,1,0,5,1,1,75,151,21,900000
5,3,1,6,29,1,0,5,1,0,99,163,20,900000
5,3,2,"1,6",26,1,1,5,2,1,65,163,24,1000000
5,1,1,10,34,1,1,5,3,1,80,156,23,1000000
5,3,2,"8,8",27,1,0,5,2,0,96,177,20,900000
5,3,1,15,39,1,1,5,1,0,52,152,24,1000000
5,2,2,"4,5",29,1,1,5,2,0,92,151,24,1000000
5,1,2,"6,3",27,1,0,5,3,1,59,159,22,1000000
5,3,1,8,28,1,1,5,3,1,72,173,24,1000000
5,2,1,9,27,1,1,5,3,0,92,187,20,900000
5,1,2,"4,3",26,1,1,5,1,1,51,168,23,1000000
5,3,2,"2,6",27,1,0,5,3,0,69,182,22,1000000
5,3,1,21,39,1,0,5,2,0,53,159,24,1000000
5,3,1,18,37,1,0,5,2,0,56,183,23,1000000
5,3,0,0,25,1,0,5,1,0,81,163,25,1100000
5,3,1,14,35,1,1,5,1,1,89,173,25,1100000
5,3,2,"16,19",41,1,0,5,2,1,104,166,21,900000
5,3,1,12,35,1,1,5,3,0,62,157,22,1000000
5,3,1,8,32,1,1,5,3,0,97,168,22,1000000
5,2,2,"10,6",28,1,1,5,3,0,89,159,23,1000000
5,3,2,"11,6",30,1,0,5,3,1,86,150,20,900000
5,3,2,"18,18",40,1,1,5,3,0,68,164,21,900000
5,3,1,7,29,1,1,5,3,0,55,156,24,1000000
5,1,2,"18,16",39,1,0,5,1,0,66,170,22,1000000
5,3,2,"2,9",27,1,1,5,2,1,53,166,25,1100000
5,3,1,19,38,1,1,5,3,0,94,177,24,1000000
5,3,2,"7,6",27,1,0,5,3,1,71,152,24,1000000
5,3,1,12,35,1,0,5,1,0,104,180,20,900000
5,3,1,8,28,1,1,5,3,1,49,165,21,900000
5,3,1,8,27,1,1,5,3,0,72,170,22,1000000
5,2,2,"11,10",31,1,1,5,2,0,83,154,21,900000
